SSI;4POW;MAV;WL;ACC;IEMG;RMS;VAR;DASDV;Target_Class
5729470,900441268;304888754960,7822;142,1228022985648;25636,341509381717;110,50147202319705;33114,6129355656;156,81200165980536;24695,995260522708;151,4547993977339;Class 2
4853178,66187978;321798340950,81433;134,70096570894384;23137,089366585424;109,65445197433851;28556,604730296094;151,30218828119507;23000,84673876673;155,13676711567027;Class 2
12982152,254445367;835509532241,6726;155,79863445654294;64490,128584915066;144,59670086303825;69641,9896020747;170,41961802214234;29107,964696065843;192,42000663936346;Class 3
41046011,79644679;4812570599085,222;202,2101505926386;133905,28085054952;169,28606934329903;160150,43926936976;227,65274536069427;51891,29177806169;235,30620912407966;Class 3
36992374,064221114;4848984291014,064;204,96164563879674;119560,1239528454;177,12610955977095;138554,0724518266;233,9282942283036;54803,517132179426;239,1014904516013;Class 3
23605866,076649457;2355459657190,904;186,37937811121932;81689,37633458068;150,16429473268508;101576,76107061452;208,1189941763401;43393,1361703115;205,3145887190619;Class 3
17218580,192681234;1215090342862,473;161,71577626067705;77950,2154232694;143,02791820783378;88296,81383832966;177,58339212538104;31593,725124185752;193,59061259115805;Class 3
2449611,0562621504;55350055732,71838;111,8437551918187;17083,29556547202;97,61883180269726;19684,50091376009;117,97561035168721;13997,777464355146;132,70850711489186;Class 1
1239532,0626142619;20737169356,5168;98,77219504932984;11231,92659038768;97,66892687293635;11457,574625722262;103,37127855179742;10778,539674906626;129,5179631356737;Class 1
2059460,6283161214;39604636350,28419;108,61623323499457;16632,802863507666;105,27090419941561;17269,981084364135;113,80941335419458;13034,560938709628;140,45425082105217;Class 1
1278803,7547553596;73558838375,83464;102,06229703507061;9169,451746840738;94,53043037980142;10002,105109436921;114,2322979969629;13183,543863457315;127,76781358055172;Class 1
5008203,351044206;260050885344,3036;135,72835533522627;23020,768027563026;102,77128583733493;30538,879950425908;149,19343671957043;22358,05067430449;144,91278669312496;Class 2
5184188,737490015;225648427071,1048;129,2490833043776;24520,374012957807;95,04020935254964;33475,512575833796;141,47852392367432;20093,754796472927;135,38246777063688;Class 2
9120464,750701174;713218610945,9939;147,7861122780437;37706,8764614462;115,66526521916012;48326,05871492029;167,00697444372685;27976,885738347162;164,80254295038867;Class 2
5729470,900441268;304888754960,7822;142,1228022985648;25636,341509381717;110,50147202319705;33114,6129355656;156,81200165980536;24695,995260522708;151,4547993977339;Class 2
4853178,66187978;321798340950,81433;134,70096570894384;23137,089366585424;109,65445197433851;28556,604730296094;151,30218828119507;23000,84673876673;155,13676711567027;Class 2
5008203,351044206;260050885344,3036;135,72835533522627;23020,768027563026;102,77128583733493;30538,879950425908;149,19343671957043;22358,05067430449;144,91278669312496;Class 2
5184188,737490015;225648427071,1048;129,2490833043776;24520,374012957807;95,04020935254964;33475,512575833796;141,47852392367432;20093,754796472927;135,38246777063688;Class 2
9120464,750701174;713218610945,9939;147,7861122780437;37706,8764614462;115,66526521916012;48326,05871492029;167,00697444372685;27976,885738347162;164,80254295038867;Class 2
5729470,900441268;304888754960,7822;142,1228022985648;25636,341509381717;110,50147202319705;33114,6129355656;156,81200165980536;24695,995260522708;151,4547993977339;Class 2
4853178,66187978;321798340950,81433;134,70096570894384;23137,089366585424;109,65445197433851;28556,604730296094;151,30218828119507;23000,84673876673;155,13676711567027;Class 2
33403810,352862824;2739089628678,325;168,34985462404853;145709,48861331382;154,02694356587085;159427,31232897396;187,81186061370977;35310,581768353935;208,00248902569263;Class 1
48350438,05383485;4717512285209,025;191,78838358155804;183176,90639324675;173,46297953905943;202720,32144570685;213,8763249154796;45786,39967219209;233,2728697923887;Class 1
52253921,01395345;4896746568630,296;185,06635303651728;210332,1657268271;172,2622159924874;226151,0834106241;206,7872888416399;42796,00410643198;231,32924172623052;Class 1
41526695,51275329;4206586151379,4844;187,68088215065183;147630,47661156364;157,8935578733301;175669,3056930101;210,6326842742253;44413,5780885062;216,52030565650125;Class 1
32468559,85898179;3466741102599,8696;180,3354119904076;110829,59036855568;143,74784743003332;139218,93805659466;205,07978941033613;42112,269596604136;199,40501596977455;Class 1
39093443,370931625;4071108506704,9688;192,59754680358884;142718,86520190106;170,30890835549053;161589,34176821104;215,85940821087354;46650,88707748404;229,76778728757495;Class 1
28007560,40165247;2526672049742,66;172,32442603264423;108623,76018452384;145,80370494566958;128554,02182035259;193,76182970597867;37594,040807587204;203,69728372284916;Class 1
2449611,0562621504;55350055732,71838;111,8437551918187;17083,29556547202;97,61883180269726;19684,50091376009;117,97561035168721;13997,777464355146;132,70850711489186;Class 1
1239532,0626142619;20737169356,5168;98,77219504932984;11231,92659038768;97,66892687293635;11457,574625722262;103,37127855179742;10778,539674906626;129,5179631356737;Class 1
2059460,6283161214;39604636350,28419;108,61623323499457;16632,802863507666;105,27090419941561;17269,981084364135;113,80941335419458;13034,560938709628;140,45425082105217;Class 1
1278803,7547553596;73558838375,83464;102,06229703507061;9169,451746840738;94,53043037980142;10002,105109436921;114,2322979969629;13183,543863457315;127,76781358055172;Class 1
725597,3418952383;1648182818,9106345;31,478703553341763;17171,6076361928;27,518601981078202;19674,1897208386;34,07280069252278;1162,8162530372408;38,53110977238883;Class 1
488705,638122714;1544986565,2548006;34,801816304946065;9828,976214020859;29,166101525284446;11763,01391107177;38,0246586967209;1450,1650982869853;41,211431784553135;Class 1
304337,7735488779;631154693,6154358;30,028130410151164;7258,435108847647;25,029086582233266;8738,185949353989;32,339361053735146;1049,4405984444065;35,49681544792536;Class 1
306075,85689481953;582667642,0575335;31,431457481165104;6629,457818821178;24,462943980889957;8549,356434876909;33,545176786577215;1129,4312062539466;34,603338703693076;Class 1
